	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
LOC100504300	0	NA	NA	NA	NA	NA
LOC100504301	0	NA	NA	NA	NA	NA
LOC100504302	0.673783117	-0.12414613	0.572819005	-0.216728371	0.828420037	NA
LOC100504304	0	NA	NA	NA	NA	NA
LOC100504305	1.490406375	-0.363611461	0.674509359	-0.539075487	0.589834769	NA
LOC100504307	0	NA	NA	NA	NA	NA
LOC100504308	0	NA	NA	NA	NA	NA
LOC100504309	0.50086258	0.375526435	0.567703487	0.661483405	0.508302354	NA
LOC100504310	0	NA	NA	NA	NA	NA
LOC100504312	0	NA	NA	NA	NA	NA
LOC100504314	0	NA	NA	NA	NA	NA
LOC100504315	0	NA	NA	NA	NA	NA
LOC100504316	0	NA	NA	NA	NA	NA
LOC100504319	0	NA	NA	NA	NA	NA
LOC100504320	0.113215184	-0.125484564	0.283072699	-0.443294478	0.65755275	NA
LOC100504321	0	NA	NA	NA	NA	NA
LOC100504323	0	NA	NA	NA	NA	NA
LOC100504325	0	NA	NA	NA	NA	NA
LOC100504326	0	NA	NA	NA	NA	NA
LOC100504328	0	NA	NA	NA	NA	NA
LOC100504329	0.410309052	-0.230454771	0.514348491	-0.448051808	0.654115807	NA
LOC100504333	0	NA	NA	NA	NA	NA
LOC100504334	0	NA	NA	NA	NA	NA
LOC100504335	0	NA	NA	NA	NA	NA
LOC100504337	0.863870151	0.216547581	0.626786492	0.345488589	0.729727088	NA
LOC100504340	0	NA	NA	NA	NA	NA
LOC100504341	0	NA	NA	NA	NA	NA
LOC100504343	0.398267821	-0.389702889	0.460406839	-0.846431582	0.397312026	NA
LOC100504344	0.673795106	-0.219237417	0.623978826	-0.351353936	0.725322836	NA
LOC100504345	0	NA	NA	NA	NA	NA
LOC100504346	0	NA	NA	NA	NA	NA
LOC100504347	0	NA	NA	NA	NA	NA
LOC100504348	3.816910461	0.017189222	0.690943057	0.024877914	0.980152343	NA
LOC100504349	0	NA	NA	NA	NA	NA
LOC100504350	0	NA	NA	NA	NA	NA
LOC100504352	0	NA	NA	NA	NA	NA
LOC100504353	0	NA	NA	NA	NA	NA
LOC100504354	0	NA	NA	NA	NA	NA
LOC100504356	0	NA	NA	NA	NA	NA
LOC100504357	0	NA	NA	NA	NA	NA
LOC100504358	0	NA	NA	NA	NA	NA
LOC100504359	0	NA	NA	NA	NA	NA
LOC100504360	0.578058406	-0.723443665	0.575771762	-1.25647646	0.208943275	NA
LOC100504361	0	NA	NA	NA	NA	NA
LOC100504362	0	NA	NA	NA	NA	NA
LOC100504364	0	NA	NA	NA	NA	NA
LOC100504365	8.928918635	0.466333232	0.53991846	0.863710481	0.387746955	NA
LOC100504366	0	NA	NA	NA	NA	NA
LOC100504367	0	NA	NA	NA	NA	NA
LOC100504368	0.226430369	-0.238405437	0.376894149	-0.632552769	0.527025739	NA
LOC100504369	0	NA	NA	NA	NA	NA
LOC100504370	0	NA	NA	NA	NA	NA
LOC100504371	0	NA	NA	NA	NA	NA
LOC100504372	4.063124766	0.098222297	0.658988499	0.149050093	0.881514106	NA
LOC100504373	0	NA	NA	NA	NA	NA
LOC100504375	0.19913391	-0.213312615	0.35915534	-0.593928562	0.552559895	NA
LOC100504376	0	NA	NA	NA	NA	NA
LOC100504377	0	NA	NA	NA	NA	NA
LOC100504378	0	NA	NA	NA	NA	NA
LOC100504379	0	NA	NA	NA	NA	NA
LOC100504381	0.101335226	0.118282433	0.270538737	0.437210708	0.661958545	NA
LOC100504383	0.139997909	0.159077634	0.309937777	0.513256679	0.607771783	NA
LOC100504384	0	NA	NA	NA	NA	NA
LOC100504385	0.113215184	-0.125484564	0.283072699	-0.443294478	0.65755275	NA
LOC100504386	0	NA	NA	NA	NA	NA
LOC100504388	0	NA	NA	NA	NA	NA
LOC100504389	1.595319984	0.151768345	0.683835244	0.221937004	0.824362923	NA
LOC100504391	0	NA	NA	NA	NA	NA
LOC100504392	0	NA	NA	NA	NA	NA
LOC100504393	0	NA	NA	NA	NA	NA
LOC100504395	0	NA	NA	NA	NA	NA
LOC100504396	0	NA	NA	NA	NA	NA
LOC100504397	0	NA	NA	NA	NA	NA
LOC100504399	0	NA	NA	NA	NA	NA
LOC100504400	0	NA	NA	NA	NA	NA
LOC100504401	0	NA	NA	NA	NA	NA
LOC100504402	0	NA	NA	NA	NA	NA
LOC100504404	0.742195715	0.687356671	0.636737821	1.079497163	0.280366158	NA
LOC100504405	0	NA	NA	NA	NA	NA
LOC100504406	0	NA	NA	NA	NA	NA
LOC100504407	0	NA	NA	NA	NA	NA
LOC100504408	0	NA	NA	NA	NA	NA
LOC100504410	0	NA	NA	NA	NA	NA
LOC100504411	0	NA	NA	NA	NA	NA
LOC100504412	0	NA	NA	NA	NA	NA
LOC100504413	0	NA	NA	NA	NA	NA
LOC100504414	0	NA	NA	NA	NA	NA
LOC100504415	0	NA	NA	NA	NA	NA
LOC100504416	0.122581695	-0.134870144	0.29266253	-0.460838441	0.64491452	NA
LOC100504417	0	NA	NA	NA	NA	NA
LOC100504419	1.135324992	0.034821396	0.669533274	0.052008462	0.958521951	NA
LOC100504421	0.336270285	-0.404694291	0.469089859	-0.862722318	0.388290158	NA
LOC100504422	0	NA	NA	NA	NA	NA
LOC100504423	0.251560658	0.273405162	0.39313412	0.695450097	0.486773275	NA
LOC100504424	0	NA	NA	NA	NA	NA
LOC100504425	0.689460691	-0.715541669	0.571253885	-1.252580836	0.210358293	NA
LOC100504426	0	NA	NA	NA	NA	NA
LOC100504427	0	NA	NA	NA	NA	NA
LOC100504429	0	NA	NA	NA	NA	NA
LOC100504430	0.101335226	0.118282433	0.270538737	0.437210708	0.661958545	NA
LOC100504435	0	NA	NA	NA	NA	NA
LOC100504436	0	NA	NA	NA	NA	NA
LOC100504437	0	NA	NA	NA	NA	NA
LOC100504439	0	NA	NA	NA	NA	NA
LOC100504441	2.706218147	-0.103985253	0.675689529	-0.153895019	0.877692511	NA
LOC100504442	0	NA	NA	NA	NA	NA
LOC100504444	0	NA	NA	NA	NA	NA
LOC100504445	0	NA	NA	NA	NA	NA
LOC100504446	0.955982053	0.038274737	0.582379485	0.065721301	0.947599714	NA
LOC100504447	0	NA	NA	NA	NA	NA
LOC100504448	0.211175142	-0.002920675	0.38538376	-0.007578614	0.993953199	NA
LOC100504449	0	NA	NA	NA	NA	NA
LOC100504450	0	NA	NA	NA	NA	NA
LOC100504451	0	NA	NA	NA	NA	NA
LOC100504452	0	NA	NA	NA	NA	NA
LOC100504453	0	NA	NA	NA	NA	NA
LOC100504455	0.699989544	0.630624293	0.540667615	1.166380741	0.243460542	NA
LOC100504457	0	NA	NA	NA	NA	NA
LOC100504458	0	NA	NA	NA	NA	NA
LOC100504459	0.492208607	0.042554901	0.534699549	0.079586565	0.936566081	NA
LOC100504460	0	NA	NA	NA	NA	NA
LOC100504461	0	NA	NA	NA	NA	NA
LOC100504462	0	NA	NA	NA	NA	NA
LOC100504463	0	NA	NA	NA	NA	NA
LOC100504464	0	NA	NA	NA	NA	NA
LOC100504466	0	NA	NA	NA	NA	NA
LOC100504467	0	NA	NA	NA	NA	NA
LOC100504469	0	NA	NA	NA	NA	NA
LOC100504471	0	NA	NA	NA	NA	NA
LOC100504472	0	NA	NA	NA	NA	NA
LOC100504473	0.322622055	-0.457819204	0.493287328	-0.928098447	0.353356505	NA
LOC100504474	0	NA	NA	NA	NA	NA
LOC100504475	0	NA	NA	NA	NA	NA
LOC100504476	0	NA	NA	NA	NA	NA
LOC100504477	0	NA	NA	NA	NA	NA
LOC100504480	0	NA	NA	NA	NA	NA
LOC100504481	8.612455803	0.25360377	0.546011197	0.464466245	0.642313738	NA
LOC100504483	0	NA	NA	NA	NA	NA
LOC100504484	0	NA	NA	NA	NA	NA
LOC100504485	0	NA	NA	NA	NA	NA
LOC100504487	0	NA	NA	NA	NA	NA
LOC100504488	0	NA	NA	NA	NA	NA
LOC100504489	0.464843222	-0.528723927	0.517479486	-1.021729251	0.306909063	NA
LOC100504490	0	NA	NA	NA	NA	NA
LOC100504491	0.348360139	0.3563877	0.438446134	0.812842612	0.416308301	NA
LOC100504492	0	NA	NA	NA	NA	NA
LOC100504493	0	NA	NA	NA	NA	NA
LOC100504494	0.219679832	-0.232224678	0.372651589	-0.623168357	0.533173893	NA
LOC100504495	0	NA	NA	NA	NA	NA
LOC100504496	0	NA	NA	NA	NA	NA
LOC100504497	0	NA	NA	NA	NA	NA
LOC100504498	0	NA	NA	NA	NA	NA
LOC100504499	1.817768784	-0.391834155	0.698104211	-0.561283185	0.574604503	NA
LOC100504500	0.96156727	-0.368969058	0.616920583	-0.598081938	0.549785261	NA
LOC100504501	0.101335226	0.118282433	0.270538737	0.437210708	0.661958545	NA
LOC100504503	0	NA	NA	NA	NA	NA
LOC100504504	5.24286804	1.33893326	0.647922586	2.066501908	0.038781112	NA
LOC100504505	0	NA	NA	NA	NA	NA
LOC100504507	0	NA	NA	NA	NA	NA
LOC100504508	0	NA	NA	NA	NA	NA
LOC100504509	0	NA	NA	NA	NA	NA
LOC100504510	0	NA	NA	NA	NA	NA
LOC100504511	0	NA	NA	NA	NA	NA
LOC100504512	0	NA	NA	NA	NA	NA
LOC100504514	0	NA	NA	NA	NA	NA
LOC100504515	0	NA	NA	NA	NA	NA
LOC100504516	0	NA	NA	NA	NA	NA
LOC100504517	0.23579688	-0.297571041	0.415170975	-0.716743363	0.473532464	NA
LOC100504518	4.29905068	0.236766775	0.688697867	0.343789035	0.731004947	NA
LOC100504519	0	NA	NA	NA	NA	NA
LOC100504521	0	NA	NA	NA	NA	NA
LOC100504522	0	NA	NA	NA	NA	NA
LOC100504523	0	NA	NA	NA	NA	NA
LOC100504524	0	NA	NA	NA	NA	NA
LOC100504525	0	NA	NA	NA	NA	NA
LOC100504526	0.19913391	-0.213312615	0.35915534	-0.593928562	0.552559895	NA
LOC100504527	2.054948536	0.159206554	0.691383738	0.230272345	0.817880149	NA
LOC100504528	0	NA	NA	NA	NA	NA
LOC100504529	0	NA	NA	NA	NA	NA
LOC100504530	0	NA	NA	NA	NA	NA
LOC100504531	0	NA	NA	NA	NA	NA
LOC100504532	0	NA	NA	NA	NA	NA
LOC100504533	0	NA	NA	NA	NA	NA
LOC100504534	3.996151476	-0.073607447	0.68451416	-0.107532394	0.914366627	NA
LOC100504536	1.122727209	-0.041243407	0.686642956	-0.060065288	0.952103636	NA
LOC100504537	0	NA	NA	NA	NA	NA
LOC100504538	0.225347284	0.028460503	0.394268082	0.072185662	0.942454155	NA
LOC100504539	0	NA	NA	NA	NA	NA
LOC100504540	0	NA	NA	NA	NA	NA
LOC100504541	0.109839916	-0.122057441	0.279461555	-0.436759329	0.662285898	NA
LOC100504543	0	NA	NA	NA	NA	NA
LOC100504544	0	NA	NA	NA	NA	NA
LOC100504545	0	NA	NA	NA	NA	NA
LOC100504546	0	NA	NA	NA	NA	NA
LOC100504548	0	NA	NA	NA	NA	NA
LOC100504549	0	NA	NA	NA	NA	NA
LOC100504550	0	NA	NA	NA	NA	NA
LOC100504551	0	NA	NA	NA	NA	NA
LOC100504553	0	NA	NA	NA	NA	NA
LOC100504556	0.139997909	0.159077634	0.309937777	0.513256679	0.607771783	NA
LOC100504558	0	NA	NA	NA	NA	NA
LOC100504560	0	NA	NA	NA	NA	NA
LOC100504561	0	NA	NA	NA	NA	NA
LOC100504564	0	NA	NA	NA	NA	NA
LOC100504566	0.279995818	0.298928362	0.408095699	0.732495743	0.46386604	NA
LOC100504567	0.711274459	0.011915067	0.607655971	0.019608244	0.984355887	NA
LOC100504568	0	NA	NA	NA	NA	NA
LOC100504569	0.539802558	0.088330487	0.547328604	0.161384744	0.871790381	NA
LOC100504570	0	NA	NA	NA	NA	NA
LOC100504571	0	NA	NA	NA	NA	NA
LOC100504572	0	NA	NA	NA	NA	NA
LOC100504575	0	NA	NA	NA	NA	NA
LOC100504576	0	NA	NA	NA	NA	NA
LOC100504577	0	NA	NA	NA	NA	NA
LOC100504578	0	NA	NA	NA	NA	NA
LOC100504579	0	NA	NA	NA	NA	NA
LOC100504580	0	NA	NA	NA	NA	NA
LOC100504581	0	NA	NA	NA	NA	NA
LOC100504582	0	NA	NA	NA	NA	NA
LOC100504583	0	NA	NA	NA	NA	NA
LOC100504584	0	NA	NA	NA	NA	NA
LOC100504586	0	NA	NA	NA	NA	NA
LOC100504587	0	NA	NA	NA	NA	NA
LOC100504588	0	NA	NA	NA	NA	NA
LOC100504589	0.099566955	-0.111479908	0.26791159	-0.416107076	0.677331652	NA
LOC100504591	0.211175142	-0.002920675	0.38538376	-0.007578614	0.993953199	NA
LOC100504592	0	NA	NA	NA	NA	NA
LOC100504593	0	NA	NA	NA	NA	NA
LOC100504594	0	NA	NA	NA	NA	NA
LOC100504596	0	NA	NA	NA	NA	NA
LOC100504598	0	NA	NA	NA	NA	NA
LOC100504599	0	NA	NA	NA	NA	NA
LOC100504600	0.338562469	-0.102465492	0.484987454	-0.211274521	0.832673064	NA
LOC100504601	0.413175583	0.208029707	0.511655835	0.406581324	0.684315516	NA
LOC100504602	2.688558086	-0.101446506	0.686823448	-0.147703906	0.882576449	NA
LOC100504603	0	NA	NA	NA	NA	NA
LOC100504604	0	NA	NA	NA	NA	NA
LOC100504605	0	NA	NA	NA	NA	NA
LOC100504606	0	NA	NA	NA	NA	NA
LOC100504607	0	NA	NA	NA	NA	NA
LOC100504608	0	NA	NA	NA	NA	NA
LOC100504610	0	NA	NA	NA	NA	NA
LOC100504611	0	NA	NA	NA	NA	NA
LOC100504612	3.360757526	-0.334464701	0.69726433	-0.479681358	0.631453985	NA
LOC100504613	0	NA	NA	NA	NA	NA
LOC100504614	0	NA	NA	NA	NA	NA
LOC100504615	0	NA	NA	NA	NA	NA
LOC100504616	0.314177979	0.393323065	0.45625854	0.862061816	0.388653502	NA
LOC100504617	0	NA	NA	NA	NA	NA
LOC100504618	0	NA	NA	NA	NA	NA
LOC100504619	0	NA	NA	NA	NA	NA
LOC100504620	0	NA	NA	NA	NA	NA
LOC100504621	0.402577513	0.15633021	0.476274309	0.328235655	0.742733491	NA
LOC100504622	0	NA	NA	NA	NA	NA
LOC100504624	0	NA	NA	NA	NA	NA
LOC100504625	0	NA	NA	NA	NA	NA
LOC100504626	0	NA	NA	NA	NA	NA
LOC100504627	0	NA	NA	NA	NA	NA
LOC100504628	0	NA	NA	NA	NA	NA
LOC100504629	0.348835429	-0.111727262	0.488929534	-0.228514037	0.819246645	NA
LOC100504630	0	NA	NA	NA	NA	NA
LOC100504631	0	NA	NA	NA	NA	NA
LOC100504633	0	NA	NA	NA	NA	NA
LOC100504634	0	NA	NA	NA	NA	NA
LOC100504635	0	NA	NA	NA	NA	NA
LOC100504636	0	NA	NA	NA	NA	NA
LOC100504637	3.573927448	-0.566090919	0.684862888	-0.826575551	0.40847768	NA
LOC100504639	0	NA	NA	NA	NA	NA
LOC100504641	0	NA	NA	NA	NA	NA
LOC100504642	0	NA	NA	NA	NA	NA
LOC100504643	0	NA	NA	NA	NA	NA
LOC100504645	0	NA	NA	NA	NA	NA
LOC100504647	0	NA	NA	NA	NA	NA
LOC100504648	0	NA	NA	NA	NA	NA
LOC100504649	0	NA	NA	NA	NA	NA
LOC100504650	0	NA	NA	NA	NA	NA
LOC100504651	0.550306961	-0.075875788	0.578491981	-0.131161347	0.895647672	NA
LOC100504652	0	NA	NA	NA	NA	NA
LOC100504653	0	NA	NA	NA	NA	NA
LOC100504654	4.92748898	0.108797074	0.61196121	0.177784265	0.858892405	NA
LOC100504655	0	NA	NA	NA	NA	NA
LOC100504656	0	NA	NA	NA	NA	NA
LOC100504657	0	NA	NA	NA	NA	NA
LOC100504658	0	NA	NA	NA	NA	NA
LOC100504661	0.324914239	-0.075981293	0.446377716	-0.170217487	0.8648391	NA
LOC100504662	0	NA	NA	NA	NA	NA
LOC100504663	1.579404367	1.222489516	0.68127727	1.794408194	0.07274804	NA
LOC100504664	0	NA	NA	NA	NA	NA
LOC100504665	0.72301123	0.082637075	0.629336246	0.131308304	0.895531423	NA
LOC100504667	0.69551068	-0.478118787	0.58446228	-0.818049005	0.413329206	NA
LOC100504668	0.113215184	-0.125484564	0.283072699	-0.443294478	0.65755275	NA
LOC100504669	0	NA	NA	NA	NA	NA
LOC100504670	0.781252772	-0.351665832	0.640235587	-0.549275672	0.58281628	NA
LOC100504671	0	NA	NA	NA	NA	NA
LOC100504672	0	NA	NA	NA	NA	NA
LOC100504674	0.331988566	-0.467039014	0.496958247	-0.939795279	0.347322581	NA
LOC100504675	0	NA	NA	NA	NA	NA
LOC100504676	0.647061005	0.020801722	0.537587723	0.038694563	0.969133908	NA
LOC100504677	0	NA	NA	NA	NA	NA
LOC100504681	0	NA	NA	NA	NA	NA
LOC100504683	0	NA	NA	NA	NA	NA
LOC100504685	0	NA	NA	NA	NA	NA
LOC100504686	1.776245595	0.176089932	0.691262657	0.254736648	0.798926509	NA
LOC100504687	0	NA	NA	NA	NA	NA
LOC100504688	0	NA	NA	NA	NA	NA
LOC100504689	0	NA	NA	NA	NA	NA
LOC100504690	0.19913391	-0.213312615	0.35915534	-0.593928562	0.552559895	NA
LOC100504691	0	NA	NA	NA	NA	NA
LOC100504692	0	NA	NA	NA	NA	NA
LOC100504693	0	NA	NA	NA	NA	NA
LOC100504695	4.838214341	0.144813681	0.631622425	0.229272545	0.818657091	NA
LOC100504696	0	NA	NA	NA	NA	NA
LOC100504697	0	NA	NA	NA	NA	NA
LOC100504698	0.398267821	-0.389702889	0.460406839	-0.846431582	0.397312026	NA
LOC100504699	0	NA	NA	NA	NA	NA
LOC100504701	0	NA	NA	NA	NA	NA
LOC100504702	0	NA	NA	NA	NA	NA
LOC100504703	0.370943719	-0.112319143	0.464435713	-0.241840023	0.808904125	NA
LOC100504704	0	NA	NA	NA	NA	NA
LOC100504705	0	NA	NA	NA	NA	NA
LOC100504706	0	NA	NA	NA	NA	NA
LOC100504707	0	NA	NA	NA	NA	NA
LOC100504708	0	NA	NA	NA	NA	NA
LOC100504710	0	NA	NA	NA	NA	NA
LOC100504712	0	NA	NA	NA	NA	NA
LOC100504714	0	NA	NA	NA	NA	NA
LOC100504717	0	NA	NA	NA	NA	NA
LOC100504719	0	NA	NA	NA	NA	NA
LOC100504720	0	NA	NA	NA	NA	NA
LOC100504721	0.600166696	-0.633635085	0.549755672	-1.152575803	0.24908454	NA
LOC100504723	0	NA	NA	NA	NA	NA
LOC100504725	0	NA	NA	NA	NA	NA
LOC100504726	0	NA	NA	NA	NA	NA
LOC100504727	0.612890834	-0.053996125	0.563552211	-0.095813881	0.923668393	NA
LOC100504728	0.101335226	0.118282433	0.270538737	0.437210708	0.661958545	NA
LOC100504729	0	NA	NA	NA	NA	NA
LOC100504731	0	NA	NA	NA	NA	NA
LOC100504732	0	NA	NA	NA	NA	NA
LOC100504733	0	NA	NA	NA	NA	NA
LOC100504734	0.099566955	-0.111479908	0.26791159	-0.416107076	0.677331652	NA
LOC100504736	0	NA	NA	NA	NA	NA
LOC100504737	0	NA	NA	NA	NA	NA
LOC100504738	0	NA	NA	NA	NA	NA
LOC100504739	0	NA	NA	NA	NA	NA
LOC100504740	0	NA	NA	NA	NA	NA
LOC100504741	0	NA	NA	NA	NA	NA
LOC100505397	0	NA	NA	NA	NA	NA
LOC106740	1.165060976	-0.88826868	0.67635939	-1.313308713	0.189078944	NA
LOC16697	0	NA	NA	NA	NA	NA
LOC228025	0	NA	NA	NA	NA	NA
LOC236598	3.463160718	0.201921778	0.694616576	0.290695305	0.771284362	NA
LOC380994	0	NA	NA	NA	NA	NA
LOC381390	0	NA	NA	NA	NA	NA
LOC382131	0	NA	NA	NA	NA	NA
LOC382133	0	NA	NA	NA	NA	NA
LOC432488	2.420316335	-0.482485063	0.695747205	-0.693477544	0.488009914	NA
LOC432641	0	NA	NA	NA	NA	NA
LOC432830	0	NA	NA	NA	NA	NA
LOC433064	0	NA	NA	NA	NA	NA
LOC433082	0	NA	NA	NA	NA	NA
LOC433111	0	NA	NA	NA	NA	NA
LOC434218	0.405340905	0.415768762	0.46561298	0.892949252	0.37188435	NA
LOC434410	0	NA	NA	NA	NA	NA
LOC434960	0	NA	NA	NA	NA	NA
LOC545681	0	NA	NA	NA	NA	NA
LOC545763	0	NA	NA	NA	NA	NA
LOC546061	0	NA	NA	NA	NA	NA
LOC547150	26.57030633	0.171032294	0.382727834	0.446877071	0.65496382	NA
LOC552913	0	NA	NA	NA	NA	NA
LOC553095	0	NA	NA	NA	NA	NA
LOC554292	0	NA	NA	NA	NA	NA
LOC620079	0	NA	NA	NA	NA	NA
LOC620639	0	NA	NA	NA	NA	NA
LOC621831	0	NA	NA	NA	NA	NA
LOC623078	0	NA	NA	NA	NA	NA
LOC623483	0	NA	NA	NA	NA	NA
LOC624853	0	NA	NA	NA	NA	NA
LOC624931	0	NA	NA	NA	NA	NA
LOC625240	0	NA	NA	NA	NA	NA
LOC625360	0	NA	NA	NA	NA	NA
LOC625853	0	NA	NA	NA	NA	NA
LOC628239	0	NA	NA	NA	NA	NA
LOC628686	0	NA	NA	NA	NA	NA
LOC632883	0	NA	NA	NA	NA	NA
LOC633947	0	NA	NA	NA	NA	NA
LOC637093	0	NA	NA	NA	NA	NA
LOC639606	6.13877301	0.389569695	0.600361905	0.64889143	0.516408554	NA
LOC654469	0	NA	NA	NA	NA	NA
LOC664787	0	NA	NA	NA	NA	NA
LOC665020	0	NA	NA	NA	NA	NA
LOC665128	0	NA	NA	NA	NA	NA
LOC665276	0	NA	NA	NA	NA	NA
LOC665290	0	NA	NA	NA	NA	NA
LOC665301	0	NA	NA	NA	NA	NA
LOC665406	0	NA	NA	NA	NA	NA
LOC665471	0	NA	NA	NA	NA	NA
LOC665521	0	NA	NA	NA	NA	NA
LOC665622	0	NA	NA	NA	NA	NA
LOC665635	0	NA	NA	NA	NA	NA
LOC665687	0	NA	NA	NA	NA	NA
LOC665698	0	NA	NA	NA	NA	NA
LOC665718	0	NA	NA	NA	NA	NA
LOC665729	0	NA	NA	NA	NA	NA
LOC665746	0	NA	NA	NA	NA	NA
LOC665755	0	NA	NA	NA	NA	NA
LOC665792	0	NA	NA	NA	NA	NA
LOC665918	0	NA	NA	NA	NA	NA
LOC666059	0	NA	NA	NA	NA	NA
LOC666087	0	NA	NA	NA	NA	NA
LOC668727	0	NA	NA	NA	NA	NA
LOC669751	0	NA	NA	NA	NA	NA
LOC671650	0	NA	NA	NA	NA	NA
LOC671917	0	NA	NA	NA	NA	NA
LOC673430	0	NA	NA	NA	NA	NA
LOC674895	0	NA	NA	NA	NA	NA
LOC675594	0.279995818	0.298928362	0.408095699	0.732495743	0.46386604	NA
LOC675747	0	NA	NA	NA	NA	NA
LOC676914	0	NA	NA	NA	NA	NA
LOC677525	0	NA	NA	NA	NA	NA
Lace1	1.031043687	-0.151942695	0.618672577	-0.245594682	0.805996006	NA
Lactb	12.23346519	0.201236791	0.495461761	0.406160086	0.684624979	NA
Lactb2	1.00249831	0.783736089	0.648288789	1.208930499	0.226689548	NA
Lad1	0	NA	NA	NA	NA	NA
Lag3	0.956667239	0.42876074	0.614957351	0.697220286	0.485664945	NA
Lage3	10.40808065	0.096205941	0.558804722	0.172163794	0.863308761	NA
Lair1	0	NA	NA	NA	NA	NA
Lalba	0	NA	NA	NA	NA	NA
Lama1	0	NA	NA	NA	NA	NA
Lama2	0	NA	NA	NA	NA	NA
Lama3	0	NA	NA	NA	NA	NA
Lama4	0	NA	NA	NA	NA	NA
Lama5	0	NA	NA	NA	NA	NA
Lamb1-1	0	NA	NA	NA	NA	NA
Lamb2	0	NA	NA	NA	NA	NA
Lamb3	0	NA	NA	NA	NA	NA
Lamc1	3.170005522	0.374486379	0.69880555	0.535894969	0.592031142	NA
Lamc2	0	NA	NA	NA	NA	NA
Lamc3	0.109839916	-0.122057441	0.279461555	-0.436759329	0.662285898	NA
Lamp2	18.00773462	0.847384941	0.447694113	1.892776601	0.058387585	NA
Lamp3	0	NA	NA	NA	NA	NA
Lancl1	17.94766368	0.226987835	0.495749459	0.457868044	0.647047247	NA
Lancl2	5.70455801	-0.234611629	0.629327553	-0.372797326	0.709299293	NA
Lancl3	0	NA	NA	NA	NA	NA
Lao1	0	NA	NA	NA	NA	NA
Lap3	32.93828981	0.406231114	0.451566858	0.899603475	0.368331307	NA
Laptm4a	14.09530965	-0.317552822	0.466661901	-0.680477281	0.496202302	NA
Laptm4b	1.918013877	0.478735801	0.696582544	0.687263562	0.491916656	NA
Large	0	NA	NA	NA	NA	NA
Larp1	43.39514574	-0.364076431	0.286405794	-1.271190874	0.203660752	NA
Larp1b	10.91834526	0.705813885	0.581144083	1.214524772	0.224547396	NA
Larp4	1.523808618	0.024769944	0.663719318	0.037319908	0.970229932	NA
Larp4b	18.15943031	0.262099498	0.414353311	0.632550752	0.527027056	NA
Larp6	0	NA	NA	NA	NA	NA
Lars	34.58283516	0.262791071	0.336767924	0.780332842	0.435194986	NA
Lars2	34.97853535	-0.047728044	0.363818104	-0.131186557	0.89562773	NA
Las1l	12.72218109	0.106874139	0.504697875	0.211758647	0.832295331	NA
Lass1	0	NA	NA	NA	NA	NA
Lass2	27.9458096	-0.144993712	0.349759218	-0.414552941	0.678469204	NA
Lass3	0	NA	NA	NA	NA	NA
Lass4	21.26557916	-0.353215356	0.417264619	-0.846502053	0.397272729	NA
Lass6	0.839970102	-0.465756366	0.605025749	-0.76981247	0.441411142	NA
Lat	7.626800755	-0.030423666	0.615571263	-0.049423467	0.960581827	NA
Lats1	10.85573507	-0.272658819	0.499281673	-0.546102198	0.584995689	NA
Lats2	11.23484261	-0.20045641	0.559163768	-0.358493202	0.719974255	NA
Lax1	4.157511752	-1.406006807	0.666971819	-2.108045298	0.035027071	NA
Layn	0	NA	NA	NA	NA	NA
Lbh	16.42016673	-0.496239018	0.456110763	-1.087979188	0.276604295	NA
Lbp	0.348360139	0.3563877	0.438446134	0.812842612	0.416308301	NA
Lbx1	0	NA	NA	NA	NA	NA
Lbx2	0.511483005	-0.56848469	0.5302391	-1.072128952	0.283662117	NA
Lbxcor1	0.17418007	0.192667168	0.337745185	0.570451265	0.568371668	NA
Lca5	3.497455505	-0.076120341	0.698846188	-0.108922882	0.913263657	NA
Lca5l	0	NA	NA	NA	NA	NA
Lcat	0.17418007	0.192667168	0.337745185	0.570451265	0.568371668	NA
Lce1a1	0	NA	NA	NA	NA	NA
Lce1a2	0	NA	NA	NA	NA	NA
Lce1b	0	NA	NA	NA	NA	NA
Lce1c	0	NA	NA	NA	NA	NA
Lce1d	0	NA	NA	NA	NA	NA
Lce1e	0	NA	NA	NA	NA	NA
Lce1f	0	NA	NA	NA	NA	NA
Lce1g	0	NA	NA	NA	NA	NA
Lce1h	0	NA	NA	NA	NA	NA
Lce1i	0	NA	NA	NA	NA	NA
Lce1k	0	NA	NA	NA	NA	NA
Lce1l	0	NA	NA	NA	NA	NA
Lce1m	0	NA	NA	NA	NA	NA
Lce3a	0	NA	NA	NA	NA	NA
Lce3b	0	NA	NA	NA	NA	NA
Lce3c	0	NA	NA	NA	NA	NA
Lce3f	0	NA	NA	NA	NA	NA
Lce6a	0	NA	NA	NA	NA	NA
Lclat1	5.60392294	0.087039238	0.633759166	0.137338034	0.890763608	NA
Lcmt1	29.69697206	-0.065178301	0.432633154	-0.150654893	0.880247957	NA
Lcmt2	14.6430189	-0.132658776	0.547333164	-0.242372992	0.80849116	NA
Lcn10	0	NA	NA	NA	NA	NA
Lcn11	0	NA	NA	NA	NA	NA
Lcn12	0	NA	NA	NA	NA	NA
Lcn13	0	NA	NA	NA	NA	NA
Lcn14	0	NA	NA	NA	NA	NA
Lcn2	6.065375861	-0.586002925	0.524832786	-1.116551672	NA	NA
